ISBN,result,price_paperback,price_hardcover
0449238733,"(['  Hardcover  \n $7.29  \n\n\n   \n     17 Used from $3.31         4 Collectible from $19.96      ', '  Paperback  \n $6.98  \n\n\n   \n     10 Used from $3.00         1 New from $37.95         2 Collectible from $11.00      ', '  Mass Market Paperback  \n $16.01  \n\n\n   \n     15 Used from $2.99      '], '0449238733')",6.98,7.29
8424187229,"(['  Paperback  \n $10.00  \n\n\n   \n     4 Used from $3.47         2 New from $8.99      '], '8424187229')",10.0,
0140252746,"(['  Hardcover  \n $33.90  \n\n\n   \n     29 Used from $1.35         9 New from $27.50         2 Collectible from $36.00      ', '  Paperback  \n $20.86  \n\n\n   \n     11 Used from $3.95      ', '  Audio CD  \n $44.95  \n\n\n   \n     2 New from $22.47      '], '0140252746')",20.86,33.9
0099499835,"(['  Hardcover  \n $10.56  \n\n\n   \n     23 Used from $2.34         5 New from $51.89      ', '  Paperback  \n $9.56  \n\n\n   \n     28 Used from $1.95         6 New from $10.79      ', '  Mass Market Paperback  \n $29.68  \n\n\n   \n     7 Used from $25.68      '], '0099499835')",9.56,10.56
1604500778,"(['  Paperback  \n $5.99  \n\n\n   \n     3 New from $5.99      '], '1604500778')",5.99,
2253139483,"(['  Hardcover  \n $3.85  \n\n\n   \n     7 Used from $3.85      ', '  Paperback  \n $2.00  \n\n\n   \n     17 Used from $2.00      '], '2253139483')",2.0,3.85
284599043X,"(['  Paperback  \n $5.46  \n\n\n   \n     2 Used from $5.46      '], '284599043X')",5.46,
0613361393,"(['  School & Library Binding  \n $133.37  \n\n\n   \n     3 Used from $133.37      ', '  Paperback  \n $10.99  \n\n\n   \n     10 Used from $7.00         2 New from $11.00      ', '  Mass Market Paperback  \n $5.98  \n\n\n   \n     25 Used from $2.02         2 Collectible from $16.00      '], '0613361393')",10.99,
2351421787,"(['  Paperback  \n $13.61  \n\n\n   \n     3 Used from $13.61      '], '2351421787')",13.61,
0786251972,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $4.99 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $11.96  \n\n\n   \n     3 Used from $7.99         1 New from $69.99      ', '  Paperback  \n $11.99  \n\n\n   \n     10 Used from $2.81         2 New from $11.97      ', '  Mass Market Paperback  \n $6.72  \n\n\n   \n     26 Used from $2.79         1 New from $35.25         2 Collectible from $37.95      '], '0786251972')",11.99,11.96
0727840738,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $57.18  \n\n\n   \n     5 Used from $30.00         1 New from $94.11         3 Collectible from $15.00      ', '  Paperback  \n $12.73  \n\n\n   \n     2 Used from $8.74         1 New from $10.00      ', '  Loose Leaf  \n $7.00  \n\n\n   \n     7 Used from $3.01         2 New from $9.45         1 Collectible from $5.00      ', '  Mass Market Paperback  \n $5.89  \n\n\n   \n     35 Used from $1.49         1 New from $60.57      '], '0727840738')",12.73,57.18
0816154090,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.09  \n\n\n   \n     6 Used from $12.09         1 New from $74.50      ', '  Paperback  \n $7.96  \n\n\n   \n     3 Used from $3.98      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     12 Used from $5.83         13 New from $7.52         1 Collectible from $39.00      ', '  MP3 CD  \n $19.95  \n\n\n   \n     2 New from $9.97      '], '0816154090')",7.96,12.09
0807209511,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $19.80  \n\n\n   \n     4 Used from $4.25         1 New from $19.80      ', '  Paperback  \n $8.99  \n\n\n   \n     102 Used from $1.16         25 New from $3.99         2 Collectible from $5.29      ', '  Audio, Cassette  \n    \n                             from $12.95                \n\n\n   \n     1 Used from $12.95      '], '0807209511')",8.99,
0061452998,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.58  \n\n\n   \n     134 Used from $1.18         20 New from $6.20         15 Collectible from $4.90      ', '  Paperback  \n $16.99  \n\n\n   \n     7 Used from $2.50         4 New from $16.88      ', '  Mass Market Paperback  \n $9.20  \n\n\n   \n     89 Used from $0.99         2 New from $9.99         1 Collectible from $4.25      ', '  Audio CD  \n $8.43  \n\n\n   \n     10 Used from $4.43         2 New from $24.88      '], '0061452998')",16.99,13.58
3499244551,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.63  \n\n\n   \n     2 Used from $8.63         1 New from $79.76      ', '  Paperback  \n $12.87  \n\n\n   \n     23 Used from $3.42         8 New from $11.00      ', '  Audio CD  \n $6.51  \n\n\n   \n     3 Used from $6.51         2 New from $53.33      ', '  Pocket Book  \n $6.72  \n\n\n   \n     2 Used from $6.72      '], '3499244551')",12.87,8.63
3426701634,"(['  Hardcover  \n $13.51  \n\n\n   \n     3 Used from $10.00         2 New from $117.29      ', '  Paperback  \n $6.13  \n\n\n   \n     2 Used from $6.13      '], '3426701634')",6.13,13.51
1401221238,"(['  Kindle & Comixology  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $45.96                \n\n\n   \n     3 Used from $47.01         2 New from $45.96      ', '  Paperback  \n $18.98  \n\n\n   \n     12 Used from $7.24         1 New from $69.95      '], '1401221238')",18.98,
158724196X,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.34  \n\n\n   \n     5 Used from $8.34      ', '  Paperback  \n $11.84  \n\n\n   \n     12 Used from $5.97         9 New from $9.53      ', '  Loose Leaf  \n    \n                        \n    —\n             \n\n\n   \n  ', '  Mass Market Paperback  \n $16.41  \n\n\n   \n     84 Used from $1.18         6 New from $16.41         2 Collectible from $18.88      ', '  Audio, Cassette  \n $79.95  \n\n\n   \n     1 New from $79.95      '], '158724196X')",11.84,8.34
0393012441,"([], '0393012441')",,
1603124799,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.55  \n\n\n   \n     1 New from $15.55      ', '  Paperback  \n $15.95  \n\n\n   \n     2 Used from $24.49         8 New from $15.95      ', '  Accessory with book  \n $22.00  \n\n\n   \n     1 Collectible from $22.00      '], '1603124799')",15.95,15.55
1587248328,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $57.47  \n\n\n   \n     9 Used from $5.00         1 New from $57.47         1 Collectible from $175.00      ', '  Paperback  \n $24.40  \n\n\n   \n     5 Used from $22.91         5 New from $21.91      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     38 Used from $1.89         3 New from $6.49      ', '  Audio CD  \n $42.00  \n\n\n   \n     2 New from $21.49      '], '1587248328')",24.4,57.47
1416566759,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.97  \n\n\n   \n     9 Used from $1.97      ', '  Mass Market Paperback  \n $4.95  \n\n\n   \n     67 Used from $0.99         2 New from $9.95      ', '  MP3 CD  \n $9.99  \n\n\n   \n     4 New from $8.76      '], '1416566759')",4.95,9.97
031203914X,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.50  \n\n\n   \n     56 Used from $1.43         6 New from $6.09         8 Collectible from $3.98      ', '  Paperback  \n $26.19  \n\n\n   \n     2 Used from $25.00         1 Collectible from $16.00      ', '  Mass Market Paperback  \n $5.45  \n\n\n   \n     55 Used from $1.00         2 New from $7.50         1 Collectible from $6.05      ', '  Audio CD  \n $6.71  \n\n\n   \n     1 New from $6.71      '], '031203914X')",26.19,14.5
0330463365,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.56  \n\n\n   \n     19 Used from $4.93      ', '  Paperback  \n $13.39  \n\n\n   \n     71 Used from $1.70         12 New from $6.95      '], '0330463365')",13.39,10.56
2266080180,"(['  Pocket Book  \n $2.00  \n\n\n   \n     9 Used from $2.00      '], '2266080180')",,
0759582955,"([], '0759582955')",,
0786243864,"(['  Kindle  \n $0.95  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.36  \n\n\n   \n     1 Used from $10.36      ', '  Paperback  \n $3.00  \n\n\n   \n     69 Used from $1.18         12 New from $2.00      ', '  Mass Market Paperback  \n $3.53  \n\n\n   \n     5 Used from $1.97         1 New from $25.95      ', '  Audio CD  \n $14.99  \n\n\n   \n     4 New from $11.26      ', '  Board book  \n $8.96  \n\n\n   \n     5 Used from $8.75      '], '0786243864')",3.0,10.36
9875780642,"(['  Paperback  \n $11.49  \n\n\n   \n     4 Used from $9.92      '], '9875780642')",11.49,
4062730170,"(['  Paperback  \n $38.43  \n\n\n   \n     2 Used from $38.43      ', '  Paperback Bunko  \n $23.06  \n\n\n   \n     11 Used from $5.00         5 New from $23.06      '], '4062730170')",38.43,
0743570502,"(['  eTextbook  \n $15.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $6.49 - $13.49  \n\n\n   \n     178 Used from $0.99         35 New from $6.20         19 Collectible from $2.99      ', '  Paperback  \n $9.76 - $22.49  \n\n\n   \n     37 Used from $3.91         18 New from $18.50      ', '  Audio CD  \n $5.99  \n\n\n   \n     23 Used from $0.98         11 New from $4.69      '], '0743570502')",9.76,6.49
0778325938,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.95  \n\n\n   \n     87 Used from $1.78         15 New from $10.94         12 Collectible from $7.89      ', '  Paperback  \n $14.98  \n\n\n   \n     16 Used from $3.63         10 New from $14.48      ', '  Mass Market Paperback  \n $6.35  \n\n\n   \n     20 Used from $2.49      ', '  Audio CD  \n $19.99  \n\n\n   \n     2 Used from $7.95         5 New from $13.76      '], '0778325938')",14.98,15.95
2070425479,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $22.09                \n\n\n   \n     2 Used from $22.09         1 New from $71.44      ', '  Paperback  \n $4.00  \n\n\n   \n     1 New from $4.00      ', '  Pocket Book  \n $13.57  \n\n\n   \n     6 Used from $3.87         4 New from $7.23      '], '2070425479')",4.0,
1770093141,"(['  Hardcover  \n $36.38  \n\n\n   \n     2 Used from $34.44         7 New from $36.38      '], '1770093141')",,36.38
1598181661,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $32.45  \n\n\n   \n     1 Used from $34.37         9 New from $32.45      ', '  Paperback  \n $5.89  \n\n\n   \n     3 Used from $8.08         1 New from $5.89      ', '  Mass Market Paperback  \n $3.58  \n\n\n   \n     12 Used from $3.42      ', '  Audio CD  \n $5.48 - $12.18  \n\n\n   \n     6 Used from $5.48         3 New from $9.97      ', '  Pocket Book  \n $7.74 - $9.29  \n\n\n   \n     33 Used from $1.82         25 New from $7.45      '], '1598181661')",5.89,32.45
0765309513,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $33.95  \n\n\n   \n     21 Used from $4.00         4 New from $30.00         7 Collectible from $16.00      ', '  Mass Market Paperback  \n $6.72  \n\n\n   \n     20 Used from $2.75      ', '  MP3 CD  \n $17.86  \n\n\n   \n     2 New from $14.97      '], '0765309513')",6.72,33.95
2841720993,"(['  Paperback  \n $15.33  \n\n\n   \n     4 Used from $15.33         1 New from $107.74      '], '2841720993')",15.33,
1594832048,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $28.00  \n\n\n   \n     15 Used from $5.99         18 New from $19.99         1 Collectible from $15.99      ', '  Paperback  \n $11.59  \n\n\n   \n     62 Used from $1.17         17 New from $9.00      ', '  Mass Market Paperback  \n $23.74  \n\n\n   \n     2 Used from $23.74      ', '  Audio CD  \n $30.00  \n\n\n   \n     7 Used from $4.44         2 New from $30.00      '], '1594832048')",11.59,28.0
0375857672,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $14.14                \n\n\n   \n     5 Used from $14.14         1 New from $49.99      ', '  Paperback  \n $9.56  \n\n\n   \n     6 Used from $4.50      ', '  Mass Market Paperback  \n $5.45  \n\n\n   \n     23 Used from $2.79      ', '  MP3 CD  \n $9.99  \n\n\n   \n     3 New from $8.76      '], '0375857672')",9.56,
0393330281,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.00  \n\n\n   \n     46 Used from $1.47         21 New from $8.13         6 Collectible from $9.92      ', '  Paperback  \n $12.15  \n\n\n   \n     82 Used from $1.37         23 New from $6.81         1 Collectible from $177.00      '], '0393330281')",12.15,16.0
3546002288,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $7.72  \n\n\n   \n     2 Used from $7.72      ', '  Paperback  \n $14.59  \n\n\n   \n     16 Used from $2.67         9 New from $10.59      ', '  Audio CD  \n    \n                        \n    —\n             \n\n\n   \n  '], '3546002288')",14.59,7.72
