ISBN,result,price_paperback,price_hardcover
0061537934,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $22.42  \n\n\n   \n     170 Used from $1.18         22 New from $16.50         13 Collectible from $12.94      ', '  Paperback  \n $7.50 - $9.80  \n\n\n   \n     418 Used from $0.79         60 New from $4.79         3 Collectible from $5.95      ', '  Mass Market Paperback  \n $7.94 - $9.99  \n\n\n   \n     88 Used from $0.99         17 New from $4.45         1 Collectible from $5.79      ', '  Audio CD  \n $9.46 - $15.84  \n\n\n   \n     22 Used from $3.51         5 New from $7.99         1 Collectible from $20.00      '], '0061537934')",7.5,22.42
0425083799,"([], '0425083799')",,
2080712187,"(['  Paperback  \n    \n                             from $63.99                \n\n\n   \n     1 Used from $63.99         1 New from $63.99      ', '  Mass Market Paperback  \n $21.26  \n\n\n   \n     6 Used from $4.50         7 New from $14.30      ', '  Pocket Book  \n $6.72  \n\n\n   \n     5 Used from $6.72         1 New from $30.00      '], '2080712187')",21.26,
2845993889,"(['  Paperback  \n $2.50  \n\n\n   \n     6 Used from $2.50      ', '  Pocket Book  \n    \n                             from $42.87                \n\n\n   \n     1 Used from $42.87      '], '2845993889')",2.5,
0802713610,"(['  Hardcover  \n $10.88  \n\n\n   \n     46 Used from $1.88         7 New from $20.95         6 Collectible from $14.74      ', '  Paperback  \n $17.00  \n\n\n   \n     54 Used from $1.69         8 New from $10.76         2 Collectible from $10.99      '], '0802713610')",17.0,10.88
2845997310,"(['  Paperback  \n $5.97  \n\n\n   \n     2 Used from $5.97         1 New from $29.79      '], '2845997310')",5.97,
0007261195,"(['  Library Binding  \n $47.11  \n\n\n   \n     2 Used from $45.00      ', '  Paperback  \n $9.56  \n\n\n   \n     18 Used from $0.01      '], '0007261195')",9.56,
0394223624,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $2.50  \n\n\n   \n     38 Used from $2.50         7 Collectible from $10.00      ', '  Paperback  \n $12.99  \n\n\n   \n     58 Used from $2.99         16 New from $7.00      ', '  Mass Market Paperback  \n    \n                             from $10.55                \n\n\n   \n     2 Used from $15.80         1 New from $10.55      ', '  Audio, Cassette  \n    \n                             from $4.25                \n\n\n   \n     2 Used from $4.25      ', '  Textbook Binding  \n $37.90  \n\n\n   \n     3 New from $37.90      '], '0394223624')",12.99,2.5
0395305322,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $7.90  \n\n\n   \n     8 Used from $7.90         4 Collectible from $9.95      ', '  Paperback  \n $9.99  \n\n\n   \n     12 Used from $2.50         9 New from $9.99      ', '  Mass Market Paperback  \n $7.19  \n\n\n   \n     60 Used from $1.35         1 New from $60.42      ', '  Audio CD  \n $34.99  \n\n\n   \n     2 New from $17.49      '], '0395305322')",9.99,7.9
0061042366,"(['  Paperback  \n $6.95  \n\n\n   \n     1 Used from $6.95      ', '  Mass Market Paperback  \n $7.50  \n\n\n   \n     32 Used from $1.43         5 New from $7.50         2 Collectible from $9.95      '], '0061042366')",6.95,
1582882665,"(['  Kindle  \n $9.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $49.83  \n\n\n   \n     32 Used from $2.53         7 New from $39.98         2 Collectible from $25.50      ', '  Paperback  \n $39.99  \n\n\n   \n     11 Used from $20.94         11 New from $39.79      ', '  Mass Market Paperback  \n $7.39  \n\n\n   \n     7 Used from $3.41         3 Collectible from $25.00      '], '1582882665')",39.99,49.83
1847380603,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $19.99  \n\n\n   \n     52 Used from $1.89         12 New from $8.99         4 Collectible from $13.00      ', '  Paperback  \n    \n                             from $19.99                \n\n\n   \n     2 Used from $19.99      ', '  Audio CD  \n $15.94  \n\n\n   \n     6 Used from $11.95      '], '1847380603')",,19.99
0749324147,"(['  Paperback  \n $10.86  \n\n\n   \n     14 Used from $6.95      ', '  Mass Market Paperback  \n $16.85  \n\n\n   \n     3 Used from $9.50         1 New from $12.99      '], '0749324147')",10.86,
159818797X,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $0.00 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $25.95  \n\n\n   \n     3 Used from $16.00         6 New from $25.95      ', '  Paperback  \n $5.78  \n\n\n   \n     1 New from $5.78         1 Collectible from $5.00      ', '  Mass Market Paperback  \n $45.99  \n\n\n   \n     7 Used from $16.93         3 New from $34.35      ', '  Audio CD  \n $14.99  \n\n\n   \n     3 New from $11.26      '], '159818797X')",5.78,25.95
0727863347,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $47.21  \n\n\n   \n     4 Used from $47.20      ', '  Paperback  \n $16.94  \n\n\n   \n     3 Used from $12.95         1 New from $16.04      ', '  Mass Market Paperback  \n $7.59  \n\n\n   \n     75 Used from $1.35         1 New from $7.99      '], '0727863347')",16.94,47.21
0563510250,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.88  \n\n\n   \n     29 Used from $1.75         3 New from $7.98         3 Collectible from $6.49      ', '  Paperback  \n $9.99  \n\n\n   \n     29 Used from $1.18         14 New from $5.24      ', '  Audio CD  \n    \n                             from $34.56                \n\n\n   \n     2 Used from $34.56      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '0563510250')",9.99,12.88
0393959341,"(['  Hardcover  \n $6.48  \n\n\n   \n     13 Used from $2.49      ', '  Paperback  \n $5.96  \n\n\n   \n     14 Used from $3.00      '], '0393959341')",5.96,6.48
1856811522,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $19.99                \n\n\n   \n     3 Used from $19.99      ', '  Paperback  \n $12.99  \n\n\n   \n     17 Used from $2.16         9 New from $7.80         1 Collectible from $18.99      ', '  Audio CD  \n $8.28  \n\n\n   \n     1 Used from $9.35         2 New from $8.27      '], '1856811522')",12.99,
0606210458,"(['  Paperback  \n $7.93  \n\n\n   \n     6 Used from $7.93      ', '  Mass Market Paperback  \n $40.86  \n\n\n   \n     1 Used from $40.86      '], '0606210458')",7.93,
1406554545,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $20.96 - $29.05  \n\n\n   \n     6 Used from $20.00         10 New from $21.56         2 Collectible from $21.99      ', '  Paperback  \n $12.99  \n\n\n   \n     1 Used from $12.23         5 New from $11.59      '], '1406554545')",12.99,20.96
0415115752,"(['  Kindle  \n $42.70  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $85.00  \n\n\n   \n     5 Used from $85.00         8 New from $140.05      ', '  Paperback  \n $33.95 - $44.95  \n\n\n   \n     9 Used from $2.99         10 New from $40.87      '], '0415115752')",33.95,85.0
408873310X,"(['  Comics  \n $11.99  \n\n\n   \n     5 Used from $5.00         1 New from $11.99      '], '408873310X')",,
3453521676,"(['  Kindle  \n $15.80  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $14.85  \n\n\n   \n     3 Used from $14.85      '], '3453521676')",14.85,
2226177175,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $28.10  \n\n\n   \n     9 Used from $25.29         1 New from $28.10      ', '  Paperback  \n $20.87  \n\n\n   \n     8 Used from $2.50         5 New from $19.50      ', '  Mass Market Paperback  \n $22.26  \n\n\n   \n     9 Used from $5.00         6 New from $13.76      ', '  Audio CD  \n $29.11  \n\n\n   \n     3 New from $17.00      '], '2226177175')",20.87,
8426130410,"(['  Hardcover  \n $42.82  \n\n\n   \n     4 Used from $6.99         2 New from $42.82      ', '  Paperback  \n $8.79  \n\n\n   \n     3 Used from $8.79         8 New from $13.86      '], '8426130410')",8.79,42.82
0743506529,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $53.80  \n\n\n   \n     41 Used from $4.76         4 New from $47.05         13 Collectible from $7.01      ', '  Paperback  \n $13.29  \n\n\n   \n     30 Used from $5.20         20 New from $9.75      ', '  Mass Market Paperback  \n $12.03  \n\n\n   \n     106 Used from $0.99         1 New from $10.98      ', '  Audio, Cassette  \n    \n                             from $64.99                \n\n\n   \n     1 Used from $64.99      '], '0743506529')",13.29,53.8
2845381743,"(['  Paperback  \n $9.37  \n\n\n   \n     2 Used from $9.37      '], '2845381743')",9.37,
0739378562,"(['  Hardcover  \n $79.40  \n\n\n   \n     4 Used from $79.40      ', '  Audio CD  \n    \n                             from $5.99                \n\n\n   \n     6 Used from $5.99         2 New from $27.48      '], '0739378562')",,79.4
2723448134,"(['  Paperback  \n $7.03  \n\n\n   \n     3 Used from $7.03         4 New from $9.33      ', '  Mass Market Paperback  \n    \n                             from $46.20                \n\n\n   \n     1 Used from $46.20         1 New from $46.98      '], '2723448134')",7.03,
0374164762,"(['  Kindle  \n    \n                             from $0.99                \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $34.99  \n\n\n   \n     5 New from $34.99      ', '  Unbound  \n $13.95  \n\n\n   \n     9 Used from $10.98         6 Collectible from $12.51      '], '0374164762')",,34.99
0152663770,"(['  Kindle  \n $1.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.99  \n\n\n   \n     1 New from $14.99      ', '  Paperback  \n $4.95  \n\n\n   \n     5 Used from $4.95         1 Collectible from $24.00      ', '  Audio CD  \n $6.41  \n\n\n   \n     2 Used from $6.41         1 New from $10.95      '], '0152663770')",4.95,14.99
1843917076,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $84.74  \n\n\n   \n     7 Used from $9.96         3 New from $84.74         1 Collectible from $38.99      ', '  Paperback  \n $4.99  \n\n\n   \n     2 Used from $3.51         1 New from $4.99      ', '  MP3 CD  \n $19.00  \n\n\n   \n     1 New from $19.00      '], '1843917076')",4.99,84.74
0785262989,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $27.70  \n\n\n   \n     129 Used from $1.37         5 New from $23.99         1 Collectible from $20.00      ', '  Paperback  \n $4.95  \n\n\n   \n     23 Used from $2.50         1 New from $21.95      ', '  Mass Market Paperback  \n $41.76  \n\n\n   \n     29 Used from $2.59         2 New from $41.76      ', '  Audio CD  \n $9.00  \n\n\n   \n     9 Used from $5.99         4 New from $34.97      '], '0785262989')",4.95,27.7
8845247708,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n    \n                             from $9.26                \n\n\n   \n     1 New from $9.26      '], '8845247708')",,
8401336597,"(['  Paperback  \n $49.00  \n\n\n   \n     1 New from $49.00      ', '  Mass Market Paperback  \n    \n                             from $967.94                \n\n\n   \n     2 Used from $967.94      '], '8401336597')",49.0,
0312983832,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $21.58  \n\n\n   \n     58 Used from $0.99         9 New from $10.63         3 Collectible from $8.95      ', '  Paperback  \n $22.99  \n\n\n   \n     8 Used from $3.28         13 New from $16.77      ', '  Mass Market Paperback  \n $5.45  \n\n\n   \n     58 Used from $1.03         1 Collectible from $6.99      ', '  Audio CD  \n $32.95  \n\n\n   \n     1 Used from $29.99         1 New from $32.95      '], '0312983832')",22.99,21.58
0416800106,"(['  Hardcover  \n $28.27  \n\n\n   \n     7 Used from $24.27      ', '  Paperback  \n $15.29  \n\n\n   \n     32 Used from $1.68         11 New from $9.24      '], '0416800106')",15.29,28.27
141656103X,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $22.73  \n\n\n   \n     39 Used from $1.35         5 New from $20.80         2 Collectible from $27.00      ', '  Paperback  \n $17.22  \n\n\n   \n     8 Used from $5.05         8 New from $9.66      ', '  Audio CD  \n $43.78  \n\n\n   \n     2 New from $22.49      '], '141656103X')",17.22,22.73
019814539X,"(['  Hardcover  \n $55.00  \n\n\n   \n     4 Used from $34.31         6 New from $37.09      '], '019814539X')",,55.0
0521347971,"(['  Kindle  \n $0.39  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.99  \n\n\n   \n     5 Used from $9.83         18 New from $9.17      ', '  Paperback  \n $5.45  \n\n\n   \n     22 Used from $0.68         2 New from $24.00      ', '  Mass Market Paperback  \n $12.19 - $20.89  \n\n\n   \n     7 Used from $8.21         3 New from $16.91      ', '  MP3 CD  \n $9.48 - $18.44  \n\n\n   \n     1 Used from $9.48         2 New from $14.97      '], '0521347971')",5.45,10.99
1602850992,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $4.99 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $9.35  \n\n\n   \n     6 Used from $5.38      ', '  Paperback  \n $14.79  \n\n\n   \n     13 Used from $5.49         13 New from $10.36      ', '  Mass Market Paperback  \n $10.74  \n\n\n   \n     98 Used from $0.73      ', '  Audio CD  \n $34.99  \n\n\n   \n     2 New from $17.49      '], '1602850992')",14.79,
0374116342,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.96  \n\n\n   \n     21 Used from $2.09         2 New from $18.70         2 Collectible from $65.00      ', '  Paperback  \n $13.59  \n\n\n   \n     53 Used from $1.39         22 New from $10.94      ', '  Mass Market Paperback  \n $9.56  \n\n\n   \n     11 Used from $3.14      ', '  Audio CD  \n $19.95  \n\n\n   \n     4 Used from $16.91      '], '0374116342')",13.59,13.96
0571197574,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $30.46  \n\n\n   \n     10 Used from $6.50      ', '  Paperback  \n $9.56  \n\n\n   \n     11 Used from $4.69      '], '0571197574')",9.56,30.46
0786250879,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.61  \n\n\n   \n     5 Used from $6.12      ', '  Paperback  \n $15.00  \n\n\n   \n     95 Used from $1.08         6 New from $11.99      ', '  Audio CD  \n $29.95  \n\n\n   \n     1 Used from $9.99         2 New from $14.97      '], '0786250879')",15.0,8.61
0060090073,"(['  Kindle  \n $6.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.99  \n\n\n   \n     53 Used from $1.48         3 New from $12.99         2 Collectible from $74.00      ', '  Paperback  \n    \n                             from $1.95                \n\n\n   \n     51 Used from $1.95         9 New from $7.99      ', '  Audio CD  \n $29.99  \n\n\n   \n     1 Used from $29.99      '], '0060090073')",,16.99
0060840846,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $1.69                \n\n\n   \n     34 Used from $1.69         3 New from $8.39         4 Collectible from $4.95      ', '  Paperback  \n $18.54  \n\n\n   \n     6 Used from $5.19         4 New from $13.07         1 Collectible from $35.00      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     77 Used from $1.28         5 New from $7.99         2 Collectible from $29.29      ', '  Audio CD  \n $47.59  \n\n\n   \n     2 New from $24.99      '], '0060840846')",18.54,
078579638X,"(['  School & Library Binding  \n $17.38  \n\n\n   \n     5 Used from $7.99      ', '  Paperback  \n $8.05  \n\n\n   \n     54 Used from $1.35      '], '078579638X')",8.05,
1594130787,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $11.00  \n\n\n   \n     139 Used from $0.01         22 New from $9.49         5 Collectible from $8.55      ', '  Paperback  \n $7.69  \n\n\n   \n     9 Used from $6.99         1 New from $70.82      ', '  Mass Market Paperback  \n $14.94  \n\n\n   \n     104 Used from $0.14         1 New from $13.00         4 Collectible from $4.25      ', '  Audio, Cassette  \n $14.95  \n\n\n   \n     1 Used from $14.95      '], '1594130787')",7.69,11.0
0783885067,"(['  Kindle  \n    \n                             from $4.98                \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $19.99  \n\n\n   \n     12 Used from $3.20         18 New from $14.15      ', '  Paperback  \n $7.99  \n\n\n   \n     34 Used from $2.59         14 New from $6.87         2 Collectible from $5.00      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     16 Used from $2.59         7 New from $7.09      ', '  Preloaded Digital Audio Player  \n $29.99  \n\n\n   \n     1 Used from $29.99      '], '0783885067')",7.99,19.99
2253118761,"(['  Hardcover  \n    \n                             from $16.27                \n\n\n   \n     2 Used from $16.27      ', '  Paperback  \n $1.81  \n\n\n   \n     7 Used from $1.81         1 New from $30.44      ', '  Pocket Book  \n $3.00  \n\n\n   \n     12 Used from $3.00         2 New from $24.91      '], '2253118761')",1.81,
067152500X,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $6.49 to buy    ', '  Hardcover  \n $18.43  \n\n\n   \n     120 Used from $1.43         8 New from $10.98         12 Collectible from $9.67      ', '  Paperback  \n $30.49  \n\n\n   \n     7 Used from $14.66         12 New from $25.38      ', '  Mass Market Paperback  \n    \n                             from $3.68                \n\n\n   \n     19 Used from $3.68         2 Collectible from $17.00      ', '  Audio, Cassette  \n    \n                             from $49.00                \n\n\n   \n     1 Collectible from $49.00      '], '067152500X')",30.49,18.43
0307341704,"(['  Paperback  \n $11.46  \n\n\n   \n     17 Used from $7.47         10 New from $25.00      '], '0307341704')",11.46,
3518458124,"(['  Hardcover  \n $18.28  \n\n\n   \n     4 Used from $18.28      ', '  Paperback  \n $14.02  \n\n\n   \n     2 Used from $15.26         7 New from $12.67      '], '3518458124')",14.02,18.28
0471239976,"(['  Hardcover  \n $16.05  \n\n\n   \n     19 Used from $1.49         1 Collectible from $8.76      '], '0471239976')",,16.05
3596900107,"(['  Kindle  \n $14.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $64.04  \n\n\n   \n     1 Used from $64.04      ', '  Paperback  \n $39.02  \n\n\n   \n     2 Used from $39.02      ', '  Pocket Book  \n $19.24  \n\n\n   \n     2 Used from $19.24         8 New from $22.54      '], '3596900107')",39.02,64.04
0497255782,"(['  Paperback  \n $17.95  \n\n\n   \n     1 New from $17.95      '], '0497255782')",17.95,
159355480X,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.80  \n\n\n   \n     115 Used from $1.59         16 New from $6.26         10 Collectible from $6.44      ', '  Paperback  \n $11.40  \n\n\n   \n     6 Used from $9.64         4 New from $9.99      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     73 Used from $1.50         3 New from $7.98         1 Collectible from $3.98      ', '  Audio CD  \n $19.95  \n\n\n   \n     3 Used from $9.55         2 New from $15.00      '], '159355480X')",11.4,15.8
0099494175,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.34  \n\n\n   \n     30 Used from $1.99         6 New from $16.06         14 Collectible from $6.84      ', '  Paperback  \n $19.16  \n\n\n   \n     69 Used from $1.15         20 New from $12.99         3 Collectible from $10.99      ', '  Mass Market Paperback  \n $14.17  \n\n\n   \n     23 Used from $2.89         2 New from $76.50      ', '  Audio CD  \n $29.95  \n\n\n   \n     2 New from $14.97      '], '0099494175')",19.16,16.34
141774135X,"(['  Library Binding  \n $38.64  \n\n\n   \n     1 Used from $38.64      ', '  Paperback  \n $8.99  \n\n\n   \n     56 Used from $1.31         17 New from $4.00      ', '  Board book  \n $15.58  \n\n\n   \n     9 Used from $3.74         14 New from $7.91      '], '141774135X')",8.99,
0465067964,"(['  Hardcover  \n $46.00  \n\n\n   \n     19 Used from $8.64         2 New from $76.72         3 Collectible from $29.00      ', '  Paperback  \n $19.39  \n\n\n   \n     23 Used from $10.76         25 New from $14.00      ', '  Audio CD  \n $105.00  \n\n\n   \n     1 New from $105.00      '], '0465067964')",19.39,46.0
0851197000,"(['  Hardcover  \n $7.36  \n\n\n   \n     16 Used from $7.15      ', '  Paperback  \n $8.56  \n\n\n   \n     20 Used from $2.23         1 New from $28.00      '], '0851197000')",8.56,7.36
0449207080,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $27.14  \n\n\n   \n     8 Used from $21.16         1 New from $353.00      ', '  Paperback  \n $13.29  \n\n\n   \n     29 Used from $2.87         22 New from $9.30      ', '  Mass Market Paperback  \n $6.58  \n\n\n   \n     16 Used from $6.58         3 New from $34.49      '], '0449207080')",13.29,27.14
9831242785,"([], '9831242785')",,
0786236531,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $10.09  \n\n\n   \n     5 Used from $10.09      ', '  Paperback  \n $17.00  \n\n\n   \n     71 Used from $1.92         6 New from $9.99         4 Collectible from $9.00      ', '  Mass Market Paperback  \n $4.95  \n\n\n   \n     1 Used from $4.95      ', '  Audio CD  \n $82.67  \n\n\n   \n     1 New from $82.67      '], '0786236531')",17.0,10.09
1846373239,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $0.00 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.99  \n\n\n   \n     5 New from $14.99      ', '  Paperback  \n $3.99  \n\n\n   \n     1 New from $3.99      ', '  Mass Market Paperback  \n $9.96  \n\n\n   \n     8 Used from $5.00         1 New from $9.96         1 Collectible from $13.78      ', '  MP3 CD  \n $19.95  \n\n\n   \n     2 New from $9.97      '], '1846373239')",3.99,14.99
141690140X,"(['  Library Binding  \n $7.97  \n\n\n   \n     3 Used from $3.99      ', '  Paperback  \n $1.84  \n\n\n   \n     8 Used from $0.01         1 New from $1.84      '], '141690140X')",1.84,
1603128867,"(['  Kindle  \n $1.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $25.45  \n\n\n   \n     8 New from $25.45      ', '  Paperback  \n $5.99  \n\n\n   \n     1 Used from $3.89         1 New from $5.99         1 Collectible from $52.00      ', '  Mass Market Paperback  \n $8.54  \n\n\n   \n     2 Used from $8.54         1 New from $25.00         2 Collectible from $14.95      ', '  MP3 CD  \n $24.95  \n\n\n   \n     1 New from $24.95      '], '1603128867')",5.99,25.45
0689717016,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $17.99  \n\n\n   \n     24 Used from $5.78         16 New from $13.18      ', '  Paperback  \n $4.95  \n\n\n   \n     13 Used from $1.18         1 New from $4.95         2 Collectible from $29.00      ', '  Audio CD  \n $12.95  \n\n\n   \n     1 New from $12.95      '], '0689717016')",4.95,17.99
0763637408,"(['  Hardcover  \n $37.10  \n\n\n   \n     16 Used from $1.95         4 New from $35.93      ', '  Paperback  \n $6.99  \n\n\n   \n     63 Used from $1.16         20 New from $5.57      ', '  Mass Market Paperback  \n $38.96  \n\n\n   \n     3 Used from $16.10         2 New from $38.96      '], '0763637408')",6.99,37.1
0760777683,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $0.00 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.02  \n\n\n   \n     8 Used from $4.80         3 New from $7.90      ', '  Paperback  \n $6.48 - $6.49  \n\n\n   \n     2 Used from $6.48         1 New from $6.49      ', '  Mass Market Paperback  \n $13.98  \n\n\n   \n     1 Collectible from $13.98      ', '  MP3 CD  \n $29.95  \n\n\n   \n     2 New from $14.97      '], '0760777683')",6.48,8.02
0373794126,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Mass Market Paperback  \n $5.95  \n\n\n   \n     9 Used from $1.89      '], '0373794126')",5.95,
